state,strata,date,proportion
Sabah,urban,2010-01-01,99.5
Sabah,urban,2011-01-01,99.5
Sabah,urban,2012-01-01,99.8
Sabah,urban,2013-01-01,99.8
Sabah,urban,2014-01-01,99.8
Sabah,urban,2015-01-01,99.8
Sabah,urban,2016-01-01,99.8
Sabah,urban,2017-01-01,100
Sabah,urban,2018-01-01,100
Sabah,urban,2019-01-01,100
Sabah,urban,2020-01-01,100
Sabah,urban,2021-01-01,100
Sabah,urban,2022-01-01,100
Sarawak,overall,2000-01-01,96
Sarawak,overall,2001-01-01,95.8
Sarawak,overall,2002-01-01,95.8
Sarawak,overall,2003-01-01,95.8
Sarawak,overall,2004-01-01,96
Sarawak,overall,2005-01-01,96
Sarawak,overall,2006-01-01,96
Sarawak,overall,2007-01-01,77
Sarawak,overall,2008-01-01,78
Sarawak,overall,2009-01-01,86.2
Sarawak,overall,2010-01-01,93.7
Sarawak,overall,2011-01-01,93.7
Sarawak,overall,2012-01-01,93.8
Sarawak,overall,2013-01-01,93.8
Sarawak,overall,2014-01-01,94
Sarawak,overall,2015-01-01,87.9
Sarawak,overall,2016-01-01,89.2
Sarawak,overall,2017-01-01,89.6
Sarawak,overall,2018-01-01,89.8
Sarawak,overall,2019-01-01,81.9
Sarawak,overall,2020-01-01,83.4
Sarawak,overall,2021-01-01,83.6
Sarawak,overall,2022-01-01,83.7
Sarawak,rural,2000-01-01,92
Sarawak,rural,2001-01-01,92
Sarawak,rural,2002-01-01,92
Sarawak,rural,2003-01-01,92
Sarawak,rural,2004-01-01,92
Sarawak,rural,2005-01-01,92
Sarawak,rural,2006-01-01,92
Sarawak,rural,2007-01-01,54.1
Sarawak,rural,2008-01-01,56.5
Sarawak,rural,2009-01-01,61.5
Sarawak,rural,2010-01-01,61.7
Sarawak,rural,2011-01-01,63
Sarawak,rural,2012-01-01,63.5
Sarawak,rural,2013-01-01,76
Sarawak,rural,2014-01-01,76.6
Sarawak,rural,2015-01-01,78
Sarawak,rural,2016-01-01,78.7
Sarawak,rural,2017-01-01,79.5
Sarawak,rural,2018-01-01,79.7
Sarawak,rural,2019-01-01,64.8
Sarawak,rural,2020-01-01,66.5
Sarawak,rural,2021-01-01,66.9
Sarawak,rural,2022-01-01,67.2
Sarawak,urban,2000-01-01,100
Sarawak,urban,2001-01-01,100
Sarawak,urban,2002-01-01,100
Sarawak,urban,2003-01-01,100
Sarawak,urban,2004-01-01,100
Sarawak,urban,2005-01-01,100
Sarawak,urban,2006-01-01,100
Sarawak,urban,2007-01-01,100
Sarawak,urban,2008-01-01,99
Sarawak,urban,2009-01-01,99.5
Sarawak,urban,2010-01-01,99.5
Sarawak,urban,2011-01-01,99.5
Sarawak,urban,2012-01-01,99.6
Sarawak,urban,2013-01-01,99.7
Sarawak,urban,2014-01-01,99.8
Sarawak,urban,2015-01-01,99.8
Sarawak,urban,2016-01-01,99.8
Sarawak,urban,2017-01-01,99.8
Sarawak,urban,2018-01-01,99.9
Sarawak,urban,2019-01-01,99.9
Sarawak,urban,2020-01-01,99
Sarawak,urban,2021-01-01,99
Sarawak,urban,2022-01-01,99
Selangor,overall,2000-01-01,99
Selangor,overall,2001-01-01,99.8
Selangor,overall,2002-01-01,99.7
Selangor,overall,2003-01-01,99.9
Selangor,overall,2004-01-01,99.6
Selangor,overall,2005-01-01,99.5
Selangor,overall,2006-01-01,99.9
Selangor,overall,2007-01-01,99.9
Selangor,overall,2008-01-01,99.9
Selangor,overall,2009-01-01,99.9
Selangor,overall,2010-01-01,99.5
Selangor,overall,2011-01-01,99.8
Selangor,overall,2012-01-01,99.8
Selangor,overall,2013-01-01,99.8
Selangor,overall,2014-01-01,99.8
Selangor,overall,2015-01-01,99.8
Selangor,overall,2016-01-01,99.8
Selangor,overall,2017-01-01,99.8
Selangor,overall,2018-01-01,99.8
Selangor,overall,2019-01-01,99.8
Selangor,overall,2020-01-01,99.8
Selangor,overall,2021-01-01,99.8
Selangor,overall,2022-01-01,99.8
Selangor,rural,2000-01-01,98
Selangor,rural,2001-01-01,98
Selangor,rural,2002-01-01,98
Selangor,rural,2003-01-01,99
Selangor,rural,2004-01-01,99
Selangor,rural,2005-01-01,99
Selangor,rural,2006-01-01,99
Selangor,rural,2007-01-01,99
Selangor,rural,2008-01-01,99
Selangor,rural,2009-01-01,99
Selangor,rural,2010-01-01,99
Selangor,rural,2011-01-01,99.5
Selangor,rural,2012-01-01,99.5
Selangor,rural,2013-01-01,99.5
Selangor,rural,2014-01-01,99.5
Selangor,rural,2015-01-01,99.5
Selangor,rural,2016-01-01,99.5
Selangor,rural,2017-01-01,99.5
Selangor,rural,2018-01-01,99.5
Selangor,rural,2019-01-01,99.5
Selangor,rural,2020-01-01,99.5
Selangor,rural,2021-01-01,99.5
Selangor,rural,2022-01-01,99.5
Selangor,urban,2000-01-01,100
Selangor,urban,2001-01-01,100
Selangor,urban,2002-01-01,100
Selangor,urban,2003-01-01,100
Selangor,urban,2004-01-01,100
Selangor,urban,2005-01-01,100
Selangor,urban,2006-01-01,100
Selangor,urban,2007-01-01,100
Selangor,urban,2008-01-01,100
Selangor,urban,2009-01-01,100
Selangor,urban,2010-01-01,100
Selangor,urban,2011-01-01,100
Selangor,urban,2012-01-01,100
Selangor,urban,2013-01-01,100
Selangor,urban,2014-01-01,100
Selangor,urban,2015-01-01,100
Selangor,urban,2016-01-01,100
Selangor,urban,2017-01-01,100
Selangor,urban,2018-01-01,100
Selangor,urban,2019-01-01,100
Selangor,urban,2020-01-01,100
Selangor,urban,2021-01-01,100
Selangor,urban,2022-01-01,100
Terengganu,overall,2000-01-01,81
Terengganu,overall,2001-01-01,82.4
Terengganu,overall,2002-01-01,87.7
Terengganu,overall,2003-01-01,87.8
Terengganu,overall,2004-01-01,84.8
Terengganu,overall,2005-01-01,96
Terengganu,overall,2006-01-01,91
Terengganu,overall,2007-01-01,90
Terengganu,overall,2008-01-01,90.4
Terengganu,overall,2009-01-01,90.7
Terengganu,overall,2010-01-01,95.7
Terengganu,overall,2011-01-01,95.8
Terengganu,overall,2012-01-01,96
Terengganu,overall,2013-01-01,96
Terengganu,overall,2014-01-01,96
Terengganu,overall,2015-01-01,96
Terengganu,overall,2016-01-01,96
Terengganu,overall,2017-01-01,96
Terengganu,overall,2018-01-01,96
Terengganu,overall,2019-01-01,96
Terengganu,overall,2020-01-01,96
Terengganu,overall,2021-01-01,96
Terengganu,overall,2022-01-01,96
Terengganu,rural,2000-01-01,78
Terengganu,rural,2001-01-01,79
Terengganu,rural,2002-01-01,79
Terengganu,rural,2003-01-01,79
Terengganu,rural,2004-01-01,81
Terengganu,rural,2005-01-01,83
Terengganu,rural,2006-01-01,83
Terengganu,rural,2007-01-01,81.5
Terengganu,rural,2008-01-01,82
Terengganu,rural,2009-01-01,82.5
Terengganu,rural,2010-01-01,92.7
Terengganu,rural,2011-01-01,92.8
Terengganu,rural,2012-01-01,92.9
Terengganu,rural,2013-01-01,92.9
Terengganu,rural,2014-01-01,92.9
Terengganu,rural,2015-01-01,92.9
Terengganu,rural,2016-01-01,92.9
Terengganu,rural,2017-01-01,92.9
Terengganu,rural,2018-01-01,92.9
Terengganu,rural,2019-01-01,92.9
Terengganu,rural,2020-01-01,92.9
Terengganu,rural,2021-01-01,92.9
Terengganu,rural,2022-01-01,92.9
Terengganu,urban,2000-01-01,84
Terengganu,urban,2001-01-01,86
Terengganu,urban,2002-01-01,97
Terengganu,urban,2003-01-01,97
Terengganu,urban,2004-01-01,88
Terengganu,urban,2005-01-01,100
Terengganu,urban,2006-01-01,98
Terengganu,urban,2007-01-01,98
Terengganu,urban,2008-01-01,98.5
Terengganu,urban,2009-01-01,98.6
Terengganu,urban,2010-01-01,98.6
Terengganu,urban,2011-01-01,98.8
Terengganu,urban,2012-01-01,99.1
Terengganu,urban,2013-01-01,99.1
Terengganu,urban,2014-01-01,99.1
Terengganu,urban,2015-01-01,99.1
Terengganu,urban,2016-01-01,99.1
Terengganu,urban,2017-01-01,99.1
Terengganu,urban,2018-01-01,99.1
Terengganu,urban,2019-01-01,99.1
Terengganu,urban,2020-01-01,99.1
Terengganu,urban,2021-01-01,99.1
Terengganu,urban,2022-01-01,99.1
W.P. Labuan,overall,2000-01-01,100
W.P. Labuan,overall,2001-01-01,100
W.P. Labuan,overall,2002-01-01,100
W.P. Labuan,overall,2003-01-01,100
W.P. Labuan,overall,2004-01-01,100
W.P. Labuan,overall,2005-01-01,100
W.P. Labuan,overall,2006-01-01,100
W.P. Labuan,overall,2007-01-01,100
W.P. Labuan,overall,2008-01-01,100
W.P. Labuan,overall,2009-01-01,100
W.P. Labuan,overall,2010-01-01,100
W.P. Labuan,overall,2011-01-01,100
W.P. Labuan,overall,2012-01-01,100
W.P. Labuan,overall,2013-01-01,100
W.P. Labuan,overall,2014-01-01,100
W.P. Labuan,overall,2015-01-01,100
W.P. Labuan,overall,2016-01-01,100
W.P. Labuan,overall,2017-01-01,100
W.P. Labuan,overall,2018-01-01,100
W.P. Labuan,overall,2019-01-01,100
W.P. Labuan,overall,2020-01-01,100
W.P. Labuan,overall,2021-01-01,100
W.P. Labuan,overall,2022-01-01,100
W.P. Labuan,rural,2000-01-01,100
W.P. Labuan,rural,2001-01-01,100
W.P. Labuan,rural,2002-01-01,100
W.P. Labuan,rural,2003-01-01,100
W.P. Labuan,rural,2004-01-01,100
W.P. Labuan,rural,2005-01-01,100
W.P. Labuan,rural,2006-01-01,100
W.P. Labuan,rural,2007-01-01,100
W.P. Labuan,rural,2008-01-01,100
W.P. Labuan,rural,2009-01-01,100
W.P. Labuan,rural,2010-01-01,100
W.P. Labuan,rural,2011-01-01,100
W.P. Labuan,rural,2012-01-01,100
W.P. Labuan,rural,2013-01-01,100
W.P. Labuan,rural,2014-01-01,100
W.P. Labuan,rural,2015-01-01,100
W.P. Labuan,rural,2016-01-01,100
W.P. Labuan,rural,2017-01-01,100
W.P. Labuan,rural,2018-01-01,100
W.P. Labuan,rural,2019-01-01,100
W.P. Labuan,rural,2020-01-01,100
W.P. Labuan,rural,2021-01-01,100
W.P. Labuan,rural,2022-01-01,100
W.P. Labuan,urban,2000-01-01,100
W.P. Labuan,urban,2001-01-01,100
W.P. Labuan,urban,2002-01-01,100
W.P. Labuan,urban,2003-01-01,100
W.P. Labuan,urban,2004-01-01,100
W.P. Labuan,urban,2005-01-01,100
W.P. Labuan,urban,2006-01-01,100
W.P. Labuan,urban,2007-01-01,100
W.P. Labuan,urban,2008-01-01,100
W.P. Labuan,urban,2009-01-01,100
W.P. Labuan,urban,2010-01-01,100
W.P. Labuan,urban,2011-01-01,100
W.P. Labuan,urban,2012-01-01,100
W.P. Labuan,urban,2013-01-01,100
W.P. Labuan,urban,2014-01-01,100
W.P. Labuan,urban,2015-01-01,100
W.P. Labuan,urban,2016-01-01,100
W.P. Labuan,urban,2017-01-01,100
W.P. Labuan,urban,2018-01-01,100
W.P. Labuan,urban,2019-01-01,100
W.P. Labuan,urban,2020-01-01,100
W.P. Labuan,urban,2021-01-01,100
W.P. Labuan,urban,2022-01-01,100
